node_id,label,PathwayName,identifiers,type,PathwayID,GeneName,GeneID
3164,NR4A1,,ENSG00000123358,gene,,NR4A1,3164
8540,AGPS,,ENSG00000018510,gene,,AGPS,8540
83852,SETDB2,,ENSG00000136169,gene,,SETDB2,83852
1981,EIF4G1,,EIF4G1,gene,,EIF4G1,1981
10421,CD2BP2,,CD2BP2,gene,,CD2BP2,10421
7298,TYMS,,TYMS,gene,,TYMS,7298
642658,SCX,,SCX,gene,,SCX,642658
56606,SLC2A9,,ENSG00000109667,gene,,SLC2A9,56606
WP49,IL-2 signaling pathway,IL-2 signaling pathway,WP49,pathway,WP49,,
7472,WNT2,,WNT2,gene,,WNT2,7472
6560,SLC12A4,,ENSG00000124067,gene,,SLC12A4,6560
10316,NMUR1,,ENSG00000171596,gene,,NMUR1,10316
149233,IL23R,,IL23R,gene,,IL23R,149233
2796,GNRH1,,ENSG00000147437,gene,,GNRH1,2796
416558,MLST8,,416558,gene,,MLST8,416558
485876,LPIN3,,485876,gene,,LPIN3,485876
51684,SUFU,,ENSG00000107882,gene,,SUFU,51684
983,CDK1,,ENSG00000170312,gene,,CDK1,983
9709,HERPUD1,,HERPUD1,gene,,HERPUD1,9709
WP5434,Pathways in cancer,Pathways in cancer,WP5434,pathway,WP5434,,
129880,BBS5,,BBS5,gene,,BBS5,129880
221656,KDM1B,,KDM1B,gene,,KDM1B,221656
3720,JARID2,,JARID2,gene,,JARID2,3720
2339,FNTA,,FNTA,gene,,FNTA,2339
100127359,MTOR,,100127359,gene,,MTOR,100127359
407019,MIR27B,,MIR27B,gene,,MIR27B,407019
10451,VAV3,,ENSG00000134215,gene,,VAV3,10451
85363,TRIM5,,ENSG00000132256,gene,,TRIM5,85363
2674,GFRA1,,GFRA1,gene,,GFRA1,2674
421808,MAP3K7,,421808,gene,,MAP3K7,421808
79143,MBOAT7,,MBOAT7,gene,,MBOAT7,79143
64135,IFIH1,,ENSG00000115267,gene,,IFIH1,64135
442918,MIR373,,MIR373,gene,,MIR373,442918
55506,MACROH2A2,,ENSG00000099284,gene,,MACROH2A2,55506
3117,HLA-DQA1,,ENSG00000237541,gene,,HLA-DQA1,3117
10500,SEMA6C,,SEMA6C,gene,,SEMA6C,10500
6344,SCTR,,ENSG00000080293,gene,,SCTR,6344
11216,AKAP10,,ENSG00000108599,gene,,AKAP10,11216
114088,TRIM9,,ENSG00000100505,gene,,TRIM9,114088
712,C1QA,,ENSG00000173372,gene,,C1QA,712
1911,PHC1,,ENSG00000111752,gene,,PHC1,1911
85365,ALG2,,ALG2,gene,,ALG2,85365
5801,PTPRR,,PTPRR,gene,,PTPRR,5801
4286,MITF,,MITF,gene,,MITF,4286
11224,RPL35,,ENSG00000136942,gene,,RPL35,11224
162540,SPPL2C,,SPPL2C,gene,,SPPL2C,162540
39,ACAT2,,ACAT2,gene,,ACAT2,39
406980,MIR19B1,,ENSG00000284375,gene,,MIR19B1,406980
11011,TLK2,,ENSG00000146872,gene,,TLK2,11011
3122,HLA-DRA,,ENSG00000204287,gene,,HLA-DRA,3122
22826,DNAJC8,,ENSG00000126698,gene,,DNAJC8,22826
10090,UST,,ENSG00000111962,gene,,UST,10090
3451,IFNA17,,IFNA17,gene,,IFNA17,3451
151,ADRA2B,,ADRA2B,gene,,ADRA2B,151
100302203,MIR1271,,MIR1271,gene,,MIR1271,100302203
23647,ARFIP2,,ENSG00000132254,gene,,ARFIP2,23647
WP3863,T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection,T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection,WP3863,pathway,WP3863,,
5714,PSMD8,,ENSG00000099341,gene,,PSMD8,5714
7137,TNNI3,,TNNI3,gene,,TNNI3,7137
100084886,VEGFC,,100084886,gene,,VEGFC,100084886
22909,FAN1,,FAN1,gene,,FAN1,22909
57125,PLXDC1,,PLXDC1,gene,,PLXDC1,57125
22941,SHANK2,,ENSG00000162105,gene,,SHANK2,22941
100519446,PLD1,,100519446,gene,,PLD1,100519446
1513,CTSK,,ENSG00000143387,gene,,CTSK,1513
92305,TMEM129,,ENSG00000168936,gene,,TMEM129,92305
6263,RYR3,,RYR3,gene,,RYR3,6263
171023,ASXL1,,ENSG00000171456,gene,,ASXL1,171023
89780,WNT3A,,WNT3A,gene,,WNT3A,89780
100075665,GNAI1,,100075665,gene,,GNAI1,100075665
3831,KLC1,,ENSG00000126214,gene,,KLC1,3831
4173,MCM4,,ENSG00000104738,gene,,MCM4,4173
WP4589,Major receptors targeted by epinephrine and norepinephrine,Major receptors targeted by epinephrine and norepinephrine,WP4589,pathway,WP4589,,
5281,PIGF,,ENSG00000151665,gene,,PIGF,5281
6916,TBXAS1,,TBXAS1,gene,,TBXAS1,6916
3266,ERAS,,ERAS,gene,,ERAS,3266
6909,TBX2,,TBX2,gene,,TBX2,6909
415691,BCAR1,,415691,gene,,BCAR1,415691
83657,DYNLRB2,,DYNLRB2,gene,,DYNLRB2,83657
5582,PRKCG,,ENSG00000126583,gene,,PRKCG,5582
100520560,WNT2B,,100520560,gene,,WNT2B,100520560
79140,CCDC28B,,CCDC28B,gene,,CCDC28B,79140
749464,PLA2G4B,,749464,gene,,PLA2G4B,749464
4536,MT-ND2,,MT-ND2,gene,,MT-ND2,4536
51807,TUBA8,,TUBA8,gene,,TUBA8,51807
793,CALB1,,ENSG00000104327,gene,,CALB1,793
WP5122,Prostaglandin and leukotriene metabolism in senescence,Prostaglandin and leukotriene metabolism in senescence,WP5122,pathway,WP5122,,
100622296,MGST2,,100622296,gene,,MGST2,100622296
4066,LYL1,,ENSG00000104903,gene,,LYL1,4066
2532,ACKR1,,ENSG00000213088,gene,,ACKR1,2532
11199,ANXA10,,ENSG00000109511,gene,,ANXA10,11199
6678,SPARC,,SPARC,gene,,SPARC,6678
415629,MMP15,,415629,gene,,MMP15,415629
55801,IL26,,ENSG00000111536,gene,,IL26,55801
55174,INTS10,,INTS10,gene,,INTS10,55174
10454,TAB1,,TAB1,gene,,TAB1,10454
81576,YJU2B,,YJU2B,gene,,YJU2B,81576
4327,MMP19,,ENSG00000123342,gene,,MMP19,4327
140771,SMCR5,,SMCR5,gene,,SMCR5,140771
10266,RAMP2,,RAMP2,gene,,RAMP2,10266
488533,IHH,,488533,gene,,IHH,488533
9776,ATG13,,ATG13,gene,,ATG13,9776
424811,MOGAT1,,424811,gene,,MOGAT1,424811
64121,RRAGC,,ENSG00000116954,gene,,RRAGC,64121
1665,DHX15,,DHX15,gene,,DHX15,1665
23476,BRD4,,BRD4,gene,,BRD4,23476
100622120,IFNLR1,,100622120,gene,,IFNLR1,100622120
65062,TMEM237,,ENSG00000155755,gene,,TMEM237,65062
148867,SLC30A7,,ENSG00000162695,gene,,SLC30A7,148867
7475,WNT6,,ENSG00000115596,gene,,WNT6,7475
51311,TLR8,,TLR8,gene,,TLR8,51311
406979,MIR19A,,ENSG00000284204,gene,,MIR19A,406979
100076224,HSP90B1,,100076224,gene,,HSP90B1,100076224
WP5033,Genes associated with the development of rheumatoid arthritis,Genes associated with the development of rheumatoid arthritis,WP5033,pathway,WP5033,,
428953,WNT8B,,428953,gene,,WNT8B,428953
1200,TPP1,,TPP1,gene,,TPP1,1200
80824,DUSP16,,DUSP16,gene,,DUSP16,80824
100052410,GRIN2C,,100052410,gene,,GRIN2C,100052410
56955,MEPE,,MEPE,gene,,MEPE,56955
WP5055,Burn wound healing,Burn wound healing,WP5055,pathway,WP5055,,
713798,NOTCH2,,713798,gene,,NOTCH2,713798
5601,MAPK9,,ENSG00000050748,gene,,MAPK9,5601
6533,SLC6A6,,SLC6A6,gene,,SLC6A6,6533
103165264,CEBPB,,103165264,gene,,CEBPB,103165264
489968,PRKCB,,489968,gene,,PRKCB,489968
54657,UGT1A4,,ENSG00000244474,gene,,UGT1A4,54657
100127164,PTGER2,,100127164,gene,,PTGER2,100127164
703031,HSP90AB1,,703031,gene,,HSP90AB1,703031
114879,OSBPL5,,OSBPL5,gene,,OSBPL5,114879
WP4020,PPAR signaling pathway,PPAR signaling pathway,WP4020,pathway,WP4020,,
100080039,HIF1A,,100080039,gene,,HIF1A,100080039
100087557,FLT4,,100087557,gene,,FLT4,100087557
6258,RXRG,,RXRG,gene,,RXRG,6258
4917,NTN3,,NTN3,gene,,NTN3,4917
719444,KLK3,,719444,gene,,KLK3,719444
274,BIN1,,ENSG00000136717,gene,,BIN1,274
80304,WDCP,,ENSG00000163026,gene,,WDCP,80304
131,ADH7,,ADH7,gene,,ADH7,131
89849,ATG16L2,,ENSG00000168010,gene,,ATG16L2,89849
57502,NLGN4X,,ENSG00000146938,gene,,NLGN4X,57502
486973,CYP7B1,,486973,gene,,CYP7B1,486973
100684937,SSPN,,100684937,gene,,SSPN,100684937
81579,PLA2G12A,,PLA2G12A,gene,,PLA2G12A,81579
7965,AIMP2,,ENSG00000106305,gene,,AIMP2,7965
481276,CSF2RB,,481276,gene,,CSF2RB,481276
9318,COPS2,,COPS2,gene,,COPS2,9318
79886,CAAP1,,CAAP1,gene,,CAAP1,79886
694289,GNAS,,694289,gene,,GNAS,694289
2255,FGF10,,FGF10,gene,,FGF10,2255
83990,BRIP1,,ENSG00000136492,gene,,BRIP1,83990
7076,TIMP1,,ENSG00000102265,gene,,TIMP1,7076
3364,HUS1,,HUS1,gene,,HUS1,3364
416285,MGAT4B,,416285,gene,,MGAT4B,416285
8332,H2AC16,,H2AC16,gene,,H2AC16,8332
9261,MAPKAPK2,,ENSG00000162889,gene,,MAPKAPK2,9261
5376,PMP22,,ENSG00000109099,gene,,PMP22,5376
23513,SCRIB,,ENSG00000180900,gene,,SCRIB,23513
491290,LAMC3,,491290,gene,,LAMC3,491290
26103,LRIT1,,ENSG00000148602,gene,,LRIT1,26103
125,ADH1B,,ADH1B,gene,,ADH1B,125
5591,PRKDC,,ENSG00000253729,gene,,PRKDC,5591
126129,CPT1C,,CPT1C,gene,,CPT1C,126129
23787,MTCH1,,ENSG00000137409,gene,,MTCH1,23787
7434,VIPR2,,VIPR2,gene,,VIPR2,7434
58504,ARHGAP22,,ENSG00000128805,gene,,ARHGAP22,58504
29089,UBE2T,,ENSG00000077152,gene,,UBE2T,29089
3759,KCNJ2,,KCNJ2,gene,,KCNJ2,3759
5991,RFX3,,RFX3,gene,,RFX3,5991
WP5407,15q11q13 copy number variation,15q11q13 copy number variation,WP5407,pathway,WP5407,,
100093026,MAPK12,,100093026,gene,,MAPK12,100093026
22974,TPX2,,ENSG00000088325,gene,,TPX2,22974
56474,CTPS2,,ENSG00000047230,gene,,CTPS2,56474
8796,SCEL,,ENSG00000136155,gene,,SCEL,8796
2668,GDNF,,GDNF,gene,,GDNF,2668
1735,DIO3,,ENSG00000197406,gene,,DIO3,1735
WP2542,Sulindac metabolic pathway,Sulindac metabolic pathway,WP2542,pathway,WP2542,,
2938,GSTA1,,GSTA1,gene,,GSTA1,2938
489820,SH2B2,,489820,gene,,SH2B2,489820
57178,ZMIZ1,,ENSG00000108175,gene,,ZMIZ1,57178
117247,SLC16A10,,SLC16A10,gene,,SLC16A10,117247
8443,GNPAT,,ENSG00000116906,gene,,GNPAT,8443
64403,CDH24,,CDH24,gene,,CDH24,64403
713,C1QB,,ENSG00000173369,gene,,C1QB,713
WP2848,Pluripotent stem cell differentiation pathway,Pluripotent stem cell differentiation pathway,WP2848,pathway,WP2848,,
448985,CYP7A1,,448985,gene,,CYP7A1,448985
1010,CDH12,,CDH12,gene,,CDH12,1010
3631,INPP4A,,ENSG00000040933,gene,,INPP4A,3631
107080644,GNMT,,GNMT,gene,,GNMT,107080644
23498,HAAO,,ENSG00000162882,gene,,HAAO,23498
100154322,SARAF,,100154322,gene,,SARAF,100154322
4809,SNU13,,SNU13,gene,,SNU13,4809
127550,A3GALT2,,A3GALT2,gene,,A3GALT2,127550
100422942,MIR3133,,MIR3133,gene,,MIR3133,100422942
100153927,MAPK1,,100153927,gene,,MAPK1,100153927
440435,GPR179,,GPR179,gene,,GPR179,440435
693175,MIR590,,MIR590,gene,,MIR590,693175
2162,F13A1,,F13A1,gene,,F13A1,2162
124905021,TMPRSS2,,TMPRSS2,gene,,TMPRSS2,124905021
100076562,CREB3L1,,100076562,gene,,CREB3L1,100076562
55763,EXOC1,,EXOC1,gene,,EXOC1,55763
100331662,SLC35E2B,,100331662,gene,,SLC35E2B,100331662
55683,KANSL3,,ENSG00000114982,gene,,KANSL3,55683
339745,SPOPL,,SPOPL,gene,,SPOPL,339745
5008,OSM,,OSM,gene,,OSM,5008
349565,NMNAT3,,ENSG00000163864,gene,,NMNAT3,349565
4995,OR3A2,,OR3A2,gene,,OR3A2,4995
2559,GABRA6,,ENSG00000145863,gene,,GABRA6,2559
100620983,LMNB2,,100620983,gene,,LMNB2,100620983
64065,PERP,,ENSG00000112378,gene,,PERP,64065
57084,SLC17A6,,SLC17A6,gene,,SLC17A6,57084
8681,JMJD7-PLA2G4B,,JMJD7-PLA2G4B,gene,,JMJD7-PLA2G4B,8681
8664,EIF3D,,EIF3D,gene,,EIF3D,8664
22856,CHSY1,,CHSY1,gene,,CHSY1,22856
7409,VAV1,,VAV1,gene,,VAV1,7409
421250,PPP2R5D,,421250,gene,,PPP2R5D,421250
8392,OR3A3,,OR3A3,gene,,OR3A3,8392
25915,NDUFAF3,,NDUFAF3,gene,,NDUFAF3,25915
85417,CCNB3,,ENSG00000147082,gene,,CCNB3,85417
3543,IGLL1,,IGLL1,gene,,IGLL1,3543
10720,UGT2B11,,ENSG00000213759,gene,,UGT2B11,10720
100092700,PAX8,,100092700,gene,,PAX8,100092700
WP4321,Thermogenesis,Thermogenesis,WP4321,pathway,WP4321,,
25865,PRKD2,,ENSG00000105287,gene,,PRKD2,25865
84803,GPAT3,,GPAT3,gene,,GPAT3,84803
28976,ACAD9,,ENSG00000177646,gene,,ACAD9,28976
WP3254,Lidocaine metabolism,Lidocaine metabolism,WP3254,pathway,WP3254,,
WP4853,Linoleic acid metabolism affected by SARS-CoV-2,Linoleic acid metabolism affected by SARS-CoV-2,WP4853,pathway,WP4853,,
344,APOC2,,APOC2,gene,,APOC2,344
1814,DRD3,,ENSG00000151577,gene,,DRD3,1814
100079917,LAMA1,,100079917,gene,,LAMA1,100079917
5048,PAFAH1B1,,PAFAH1B1,gene,,PAFAH1B1,5048
397227,CDKN2B,,397227,gene,,CDKN2B,397227
100522469,DUSP1,,100522469,gene,,DUSP1,100522469
114807890,GNB2,,114807890,gene,,GNB2,114807890
4160,MC4R,,ENSG00000166603,gene,,MC4R,4160
55857,KIZ,,KIZ,gene,,KIZ,55857
140690,CTCFL,,CTCFL,gene,,CTCFL,140690
388381,C17orf98,,C17orf98,gene,,C17orf98,388381
3091,HIF1A,,HIF1A,gene,,HIF1A,3091
WP5037,Riboflavin and CoQ disorders,Riboflavin and CoQ disorders,WP5037,pathway,WP5037,,
3659,IRF1,,ENSG00000125347,gene,,IRF1,3659
WP1090,Eicosanoid synthesis,Eicosanoid synthesis,WP1090,pathway,WP1090,,
7477,WNT7B,,WNT7B,gene,,WNT7B,7477
651,BMP3,,ENSG00000152785,gene,,BMP3,651
79365,BHLHE41,,BHLHE41,gene,,BHLHE41,79365
5887,RAD23B,,RAD23B,gene,,RAD23B,5887
WP4823,Genes controlling nephrogenesis,Genes controlling nephrogenesis,WP4823,pathway,WP4823,,
6257,RXRB,,ENSG00000204231,gene,,RXRB,6257
114810293,PPP2R5B,,114810293,gene,,PPP2R5B,114810293
5878,RAB5C,,ENSG00000108774,gene,,RAB5C,5878
1847,DUSP5,,ENSG00000138166,gene,,DUSP5,1847
2861,GPR37,,ENSG00000170775,gene,,GPR37,2861
56913,C1GALT1,,ENSG00000106392,gene,,C1GALT1,56913
WP2864,Apoptosis-related network due to altered Notch3 in ovarian cancer,Apoptosis-related network due to altered Notch3 in ovarian cancer,WP2864,pathway,WP2864,,
4099,MAG,,ENSG00000105695,gene,,MAG,4099
10797,MTHFD2,,ENSG00000065911,gene,,MTHFD2,10797
6389,SDHA,,SDHA,gene,,SDHA,6389
64407,RGS18,,ENSG00000150681,gene,,RGS18,64407
9648,GCC2,,GCC2,gene,,GCC2,9648
11343,MGLL,,MGLL,gene,,MGLL,11343
5788,PTPRC,,ENSG00000081237,gene,,PTPRC,5788
4237,MFAP2,,MFAP2,gene,,MFAP2,4237
5093,PCBP1,,PCBP1,gene,,PCBP1,5093
2821,GPI,,ENSG00000105220,gene,,GPI,2821
5795,PTPRJ,,PTPRJ,gene,,PTPRJ,5795
2492,FSHR,,ENSG00000170820,gene,,FSHR,2492
100074960,EGF,,100074960,gene,,EGF,100074960
56262,LRRC8A,,LRRC8A,gene,,LRRC8A,56262
2101,ESRRA,,ENSG00000173153,gene,,ESRRA,2101
5172,SLC26A4,,SLC26A4,gene,,SLC26A4,5172
5021,OXTR,,ENSG00000180914,gene,,OXTR,5021
407049,MIR92A2,,MIR92A2,gene,,MIR92A2,407049
2692,GHRHR,,ENSG00000106128,gene,,GHRHR,2692
5322,PLA2G5,,PLA2G5,gene,,PLA2G5,5322
6532,SLC6A4,,SLC6A4,gene,,SLC6A4,6532
2971,GTF3A,,GTF3A,gene,,GTF3A,2971
7593,MZF1,,MZF1,gene,,MZF1,7593
326340,ZAR1,,ZAR1,gene,,ZAR1,326340
595128,OAS2,,595128,gene,,OAS2,595128
WP5145,COVID-19 structural coverage map,COVID-19 structural coverage map,WP5145,pathway,WP5145,,
10121,ACTR1A,,ENSG00000138107,gene,,ACTR1A,10121
290,ANPEP,,ENSG00000166825,gene,,ANPEP,290
55312,RFK,,ENSG00000135002,gene,,RFK,55312
1965,EIF2S1,,EIF2S1,gene,,EIF2S1,1965
4851,NOTCH1,,ENSG00000148400,gene,,NOTCH1,4851
5611,DNAJC3,,ENSG00000102580,gene,,DNAJC3,5611
574434,MIR410,,ENSG00000199092,gene,,MIR410,574434
4221,MEN1,,MEN1,gene,,MEN1,4221
2560,GABRB1,,ENSG00000163288,gene,,GABRB1,2560
225,ABCD2,,ABCD2,gene,,ABCD2,225
9948,WDR1,,WDR1,gene,,WDR1,9948
56300,IL36G,,ENSG00000136688,gene,,IL36G,56300
2972,BRF1,,ENSG00000185024,gene,,BRF1,2972
644,BLVRA,,BLVRA,gene,,BLVRA,644
WP3226,Aryl hydrocarbon receptor,Aryl hydrocarbon receptor,WP3226,pathway,WP3226,,
WP4506,Tyrosine metabolism and related disorders,Tyrosine metabolism and related disorders,WP4506,pathway,WP4506,,
5903,RANBP2,,ENSG00000153201,gene,,RANBP2,5903
4087,SMAD2,,ENSG00000175387,gene,,SMAD2,4087
489632,TNFRSF25,,489632,gene,,TNFRSF25,489632
1844,DUSP2,,DUSP2,gene,,DUSP2,1844
102158881,NOTCH3,,102158881,gene,,NOTCH3,102158881
7932,OR2H2,,OR2H2,gene,,OR2H2,7932
92935,MARS2,,ENSG00000247626,gene,,MARS2,92935
397483,ITGA2,,397483,gene,,ITGA2,397483
7030,TFE3,,TFE3,gene,,TFE3,7030
4601,MXI1,,ENSG00000119950,gene,,MXI1,4601
WP382,MAPK signaling pathway,MAPK signaling pathway,WP382,pathway,WP382,,
463,ZFHX3,,ENSG00000140836,gene,,ZFHX3,463
9675,TTI1,,TTI1,gene,,TTI1,9675
64210,MMS19,,ENSG00000155229,gene,,MMS19,64210
11082,ESM1,,ENSG00000164283,gene,,ESM1,11082
8766,RAB11A,,RAB11A,gene,,RAB11A,8766
201294,UNC13D,,UNC13D,gene,,UNC13D,201294
9663,LPIN2,,LPIN2,gene,,LPIN2,9663
1536,CYBB,,CYBB,gene,,CYBB,1536
79541,OR2A4,,OR2A4,gene,,OR2A4,79541
10394,PRG3,,PRG3,gene,,PRG3,10394
WP4153,"Degradation pathway of sphingolipids, including diseases","Degradation pathway of sphingolipids, including diseases",WP4153,pathway,WP4153,,
221037,JMJD1C,,JMJD1C,gene,,JMJD1C,221037
WP304,Kit receptor signaling pathway,Kit receptor signaling pathway,WP304,pathway,WP304,,
100081413,MSH3,,100081413,gene,,MSH3,100081413
100623186,MCUB,,100623186,gene,,MCUB,100623186
28231,SLCO4A1,,ENSG00000101187,gene,,SLCO4A1,28231
2706,GJB2,,GJB2,gene,,GJB2,2706
23304,UBR2,,UBR2,gene,,UBR2,23304
51497,NELFCD,,NELFCD,gene,,NELFCD,51497
100524747,DBP,,100524747,gene,,DBP,100524747
3705,ITPK1,,ITPK1,gene,,ITPK1,3705
26873,OPLAH,,OPLAH,gene,,OPLAH,26873
6118,RPA2,,RPA2,gene,,RPA2,6118
WP4541,Hippo-Merlin signaling dysregulation,Hippo-Merlin signaling dysregulation,WP4541,pathway,WP4541,,
100084126,AHR,,100084126,gene,,AHR,100084126
417173,RAPGEF1,,417173,gene,,RAPGEF1,417173
114781,BTBD9,,BTBD9,gene,,BTBD9,114781
10587,TXNRD2,,TXNRD2,gene,,TXNRD2,10587
324,APC,,ENSG00000134982,gene,,APC,324
3071,NCKAP1L,,NCKAP1L,gene,,NCKAP1L,3071
64343,AZI2,,ENSG00000163512,gene,,AZI2,64343
744064,ADH1A,,744064,gene,,ADH1A,744064
100153445,WNT7A,,100153445,gene,,WNT7A,100153445
79679,VTCN1,,ENSG00000134258,gene,,VTCN1,79679
WP5038,Mitochondrial immune response to SARS-CoV-2,Mitochondrial immune response to SARS-CoV-2,WP5038,pathway,WP5038,,
25805,BAMBI,,ENSG00000095739,gene,,BAMBI,25805
477686,EPS8,,477686,gene,,EPS8,477686
1398,CRK,,CRK,gene,,CRK,1398
83932,SPRTN,,SPRTN,gene,,SPRTN,83932
768555,MVK,,768555,gene,,MVK,768555
WP4586,Metabolism of alpha-linolenic acid,Metabolism of alpha-linolenic acid,WP4586,pathway,WP4586,,
105371564,SMCR2,,SMCR2,gene,,SMCR2,105371564
80232,WDR26,,ENSG00000162923,gene,,WDR26,80232
7528,YY1,,ENSG00000100811,gene,,YY1,7528
WP4707,Aspirin and miRNAs,Aspirin and miRNAs,WP4707,pathway,WP4707,,
55764,IFT122,,IFT122,gene,,IFT122,55764
93986,FOXP2,,FOXP2,gene,,FOXP2,93986
4179,CD46,,ENSG00000117335,gene,,CD46,4179
4543,MTNR1A,,ENSG00000168412,gene,,MTNR1A,4543
WP5116,SARS-CoV-2 B.1.1.7 variant antagonises innate immune activation,SARS-CoV-2 B.1.1.7 variant antagonises innate immune activation,WP5116,pathway,WP5116,,
79608,RIC3,,ENSG00000166405,gene,,RIC3,79608
6470,SHMT1,,ENSG00000176974,gene,,SHMT1,6470
80351,TNKS2,,TNKS2,gene,,TNKS2,80351
100087673,SNTB1,,100087673,gene,,SNTB1,100087673
407047,MIR9-2,,ENSG00000284447,gene,,MIR9-2,407047
WP4808,Endochondral ossification with skeletal dysplasias,Endochondral ossification with skeletal dysplasias,WP4808,pathway,WP4808,,
423675,PTEN,,423675,gene,,PTEN,423675
WP2597,Secretion of hydrochloric acid in parietal cells,Secretion of hydrochloric acid in parietal cells,WP2597,pathway,WP2597,,
94081,SFXN1,,ENSG00000164466,gene,,SFXN1,94081
5096,PCCB,,PCCB,gene,,PCCB,5096
133383,SETD9,,SETD9,gene,,SETD9,133383
55151,TMEM38B,,TMEM38B,gene,,TMEM38B,55151
762,CA4,,CA4,gene,,CA4,762
3665,IRF7,,IRF7,gene,,IRF7,3665
9021,SOCS3,,ENSG00000184557,gene,,SOCS3,9021
7043,TGFB3,,TGFB3,gene,,TGFB3,7043
54984,PINX1,,ENSG00000258724,gene,,PINX1,54984
WP5238,Cholestasis,Cholestasis,WP5238,pathway,WP5238,,
5780,PTPN9,,PTPN9,gene,,PTPN9,5780
100152734,ARHGAP29,,100152734,gene,,ARHGAP29,100152734
102465909,MIR6859-2,,ENSG00000273874,gene,,MIR6859-2,102465909
508646,GZMB,,508646,gene,,GZMB,508646
100155841,MAPK13,,100155841,gene,,MAPK13,100155841
54538,ROBO4,,ROBO4,gene,,ROBO4,54538
1081,CGA,,ENSG00000135346,gene,,CGA,1081
1856,DVL2,,ENSG00000004975,gene,,DVL2,1856
3927,LASP1,,LASP1,gene,,LASP1,3927
100515546,SSPN,,100515546,gene,,SSPN,100515546
WP4484,Control of immune tolerance by vasoactive intestinal peptide,Control of immune tolerance by vasoactive intestinal peptide,WP4484,pathway,WP4484,,
171568,POLR3H,,POLR3H,gene,,POLR3H,171568
7782,SLC30A4,,ENSG00000104154,gene,,SLC30A4,7782
100084470,PRKDC,,100084470,gene,,PRKDC,100084470
261729,STEAP2,,STEAP2,gene,,STEAP2,261729
282870,CYP1A1,,282870,gene,,CYP1A1,282870
107546921,BCL2L1,,107546921,gene,,BCL2L1,107546921
1317,SLC31A1,,SLC31A1,gene,,SLC31A1,1317
54578,UGT1A6,,UGT1A6,gene,,UGT1A6,54578
205,AK4,,ENSG00000162433,gene,,AK4,205
51150,SDF4,,SDF4,gene,,SDF4,51150
161742,SPRED1,,SPRED1,gene,,SPRED1,161742
4204,MECP2,,ENSG00000169057,gene,,MECP2,4204
80326,WNT10A,,ENSG00000135925,gene,,WNT10A,80326
55343,SLC35C1,,SLC35C1,gene,,SLC35C1,55343
6529,SLC6A1,,SLC6A1,gene,,SLC6A1,6529
8607,RUVBL1,,RUVBL1,gene,,RUVBL1,8607
3081,HGD,,ENSG00000113924,gene,,HGD,3081
7086,TKT,,TKT,gene,,TKT,7086
5778,PTPN7,,ENSG00000143851,gene,,PTPN7,5778
110259837,CARD11,,110259837,gene,,CARD11,110259837
2022,ENG,,ENG,gene,,ENG,2022
7514,XPO1,,ENSG00000082898,gene,,XPO1,7514
360030,NANOGNB,,NANOGNB,gene,,NANOGNB,360030
7350,UCP1,,ENSG00000109424,gene,,UCP1,7350
6862,TBXT,,ENSG00000164458,gene,,TBXT,6862
100154726,TSC1,,100154726,gene,,TSC1,100154726
100064859,EGLN2,,100064859,gene,,EGLN2,100064859
64423,INF2,,ENSG00000203485,gene,,INF2,64423
7263,TST,,TST,gene,,TST,7263
23178,PASK,,ENSG00000115687,gene,,PASK,23178
8021,NUP214,,ENSG00000126883,gene,,NUP214,8021
3291,HSD11B2,,ENSG00000176387,gene,,HSD11B2,3291
WP4147,PTF1A related regulatory pathway,PTF1A related regulatory pathway,WP4147,pathway,WP4147,,
83606,GUCD1,,ENSG00000138867,gene,,GUCD1,83606
1869,E2F1,,ENSG00000101412,gene,,E2F1,1869
51806,CALML5,,ENSG00000178372,gene,,CALML5,51806
6279,S100A8,,S100A8,gene,,S100A8,6279
23132,RAD54L2,,RAD54L2,gene,,RAD54L2,23132
689,BTF3,,ENSG00000145741,gene,,BTF3,689
8707,B3GALT2,,ENSG00000162630,gene,,B3GALT2,8707
8890,EIF2B4,,ENSG00000115211,gene,,EIF2B4,8890
699861,BTN3A1,,699861,gene,,BTN3A1,699861
255189,PLA2G4F,,ENSG00000168907,gene,,PLA2G4F,255189
55249,YY1AP1,,YY1AP1,gene,,YY1AP1,55249
WP2636,Common pathways underlying drug addiction,Common pathways underlying drug addiction,WP2636,pathway,WP2636,,
424457,TPR,,424457,gene,,TPR,424457
56652,TWNK,,TWNK,gene,,TWNK,56652
2847,MCHR1,,MCHR1,gene,,MCHR1,2847
3732,CD82,,CD82,gene,,CD82,3732
10225,CD96,,ENSG00000153283,gene,,CD96,10225
8894,EIF2S2,,EIF2S2,gene,,EIF2S2,8894
100313923,MIR449C,,MIR449C,gene,,MIR449C,100313923
89801,PPP1R3F,,ENSG00000049769,gene,,PPP1R3F,89801
7124,TNF,,TNF,gene,,TNF,7124
220136,CFAP53,,CFAP53,gene,,CFAP53,220136
7042,TGFB2,,ENSG00000092969,gene,,TGFB2,7042
79068,FTO,,ENSG00000140718,gene,,FTO,79068
8639,AOC3,,ENSG00000131471,gene,,AOC3,8639
490722,PRKCH,,490722,gene,,PRKCH,490722
